CustomerID,tenure,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,PredictedChurn,RiskLevel,RecommendedAction,MonthlyRevenueAtRisk,ChurnProbabilityPct
6345-ULYRW,44,88.4,One year,Fiber optic,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,19.03
4776-XSKYQ,12,30.25,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.51
8048-DSDFQ,1,20.2,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,33.1
5753-QQWPW,28,59.9,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,5.82
6010-DDPPW,70,25.15,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.2
1809-DMJHQ,5,46.0,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,30.52
6693-FRIRW,18,101.3,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,29.32
6586-MYGKD,70,76.95,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.94
3173-NVMPX,9,55.3,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,29.39
0248-PGHBZ,67,92.45,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.27
0623-GDISB,1,48.45,Month-to-month,DSL,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,48.45,52.24
2892-GESUL,18,19.35,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.67
6923-EFPNL,4,51.75,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,51.75,39.0
7472-EQOAV,71,86.7,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.43
9574-RKJIF,30,94.4,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,94.4,44.35
2043-WVTQJ,1,55.7,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,55.7,42.24
8034-RYTVV,55,84.25,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.94
3863-QSTYI,59,64.65,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.56
2619-WFQWU,1,70.15,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,70.15,76.21
5044-LRQAQ,7,69.2,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,69.2,54.16
1716-LSAMB,45,54.65,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.47
1333-PBMXB,54,24.75,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.39
6546-OPBBH,51,23.95,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.98
5985-BEHZK,72,105.0,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.78
9127-QRZMH,44,59.85,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.11
5919-VCZYM,2,20.05,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.53
9644-KVCNC,66,92.15,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,10.63
2137-DQMEV,68,44.8,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.75
8174-LNWMW,31,20.9,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.2
9279-CJEOJ,21,95.4,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,95.4,61.72
7964-VEXDG,21,80.35,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,31.95
2404-JIBFC,55,85.1,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.67
0778-NELLA,9,34.7,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,34.7,40.28
8029-XYPWT,71,115.05,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.84
4614-NUVZD,1,81.1,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,81.1,83.91
4632-PAOYU,22,19.95,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.84
3803-KMQFW,1,20.55,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.55,35.53
6804-GDMOI,61,106.6,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,29.35
2990-OGYTD,67,86.15,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.1
6646-JPPHA,14,78.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,78.85,35.09
9572-MTILT,59,106.75,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,106.75,37.94
7658-UYUQS,21,86.55,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,33.52
7880-XSOJX,4,42.4,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,19.82
9611-CTWIH,3,89.45,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,89.45,67.21
4589-IUAJB,70,24.25,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.63
0329-GTIAJ,3,97.9,Month-to-month,Fiber optic,Yes,Electronic check,1,High Risk,Offer annual contract discount + proactive support,97.9,77.4
8746-BFOAJ,21,20.5,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.53
8457-XIGKN,20,19.6,Month-to-month,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.41
6072-NUQCB,22,20.25,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.18
6629-CZTTH,1,55.7,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,55.7,62.6
8838-GPHZP,63,20.6,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.88
8750-QWZAJ,70,19.8,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.33
5364-EVNIB,13,79.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,79.8,51.91
6918-UMQCG,5,80.2,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.2,55.63
0675-NCDYU,72,116.4,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.21
6339-DKLMK,13,31.65,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,31.65,41.82
1346-PJWTK,61,94.15,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.91
5088-QZLRL,1,20.65,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,33.78
8023-QHAIO,56,76.85,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,21.4
4397-FRLTA,4,20.15,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,10.46
3057-VJJQE,35,55.25,Two year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.32
5087-SUURX,18,39.05,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,39.05,53.49
2302-OUZXB,72,82.15,Two year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.01
8133-ANHHJ,49,103.0,One year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,13.72
2270-CHBFN,44,95.1,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,15.73
0013-EXCHZ,3,83.9,Month-to-month,Fiber optic,Yes,Mailed check,1,High Risk,Offer annual contract discount + proactive support,83.9,74.39
5982-FPVQN,37,95.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,95.15,35.46
9107-UKCKY,61,79.8,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,16.68
4654-ULTTN,70,74.8,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.71
5550-VFRLC,1,69.85,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,69.85,86.13
5546-BYZSM,41,20.45,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.71
1492-KGETH,70,78.35,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,8.22
4929-BSTRX,1,53.55,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,53.55,64.16
4163-HFTUK,51,19.1,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,2.22
8215-NGSPE,42,20.0,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.0
2225-ZRGSG,70,93.9,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.84
8859-YSTWS,48,19.95,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.28
5271-YNWVR,68,113.15,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,8.78
7601-DHFWZ,48,24.0,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.43
2657-ALMWY,26,84.95,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,84.95,46.78
6330-JKLPC,11,80.5,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,80.5,56.81
4667-OHGKG,1,19.3,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,34.0
1998-VHJHK,27,19.15,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.8
1707-HABPF,46,91.3,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.41
1660-HSOOQ,1,49.65,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,49.65,53.78
7253-UVNDW,46,54.35,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.52
0487-VVUVK,25,19.15,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.27
7228-OMTPN,4,88.45,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,88.45,78.25
5063-IUOKK,13,19.75,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.7
4508-OEBEY,31,75.5,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.49
0027-KWYKW,23,83.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,83.75,49.39
2308-STERM,2,19.4,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,16.2
5982-XMDEX,65,26.5,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.67
6284-AHOOQ,22,90.5,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,90.5,41.12
6051-PTVNS,55,19.15,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.06
2344-JMOGN,9,94.85,Month-to-month,Fiber optic,Yes,Mailed check,1,Medium Risk,Offer contract upgrade incentive,94.85,61.85
3799-ISUZQ,7,69.95,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,69.95,51.88
2877-VDUER,35,40.9,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.53
9152-AMKAK,6,80.25,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.74
1794-HBQTJ,1,48.6,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,48.6,53.82
9432-VOFYX,17,70.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.8,48.79
8049-WJCLQ,10,60.2,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,19.37
6586-PSJOX,15,55.2,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.24
2460-FPSYH,40,55.8,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,55.8,35.44
9705-ZJBCG,13,54.15,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.72
4818-DRBQT,29,80.15,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,80.15,38.9
1320-HTRDR,3,75.5,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.5,71.93
6847-KJLTS,58,100.4,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,28.52
9670-BPNXF,45,62.55,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.25
3913-FCUUW,72,70.45,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.87
3301-VKTGC,68,85.5,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.43
1493-AMTIE,1,20.2,Month-to-month,No,No internet service,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,20.2,38.69
9555-SAHUZ,38,54.5,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.13
0816-TSPHQ,2,20.75,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,11.74
9932-WBWIK,11,20.35,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.68
4619-EVPHY,20,91.0,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,26.04
5286-YHCVC,72,104.8,Two year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.21
6424-ELEYH,3,74.75,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,74.75,66.21
4391-RESHN,23,104.05,Month-to-month,Fiber optic,Yes,Mailed check,1,Medium Risk,Offer contract upgrade incentive,104.05,59.68
9115-YQHGA,40,51.1,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,14.7
4462-CYWMH,62,89.8,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,20.89
8963-MQVYN,22,20.55,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,9.05
2458-EOMRE,11,64.05,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,14.23
9334-GWGOW,7,74.85,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,74.85,72.16
6821-BUXUX,13,96.65,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,96.65,75.57
5028-HTLJB,1,20.05,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.05,55.97
9801-GDWGV,39,103.45,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,103.45,54.21
6542-LWGXJ,3,25.0,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,25.0,42.87
5567-GZKQY,58,20.3,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.75
1222-LRYKO,6,26.35,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,10.84
2320-JRSDE,1,19.9,Month-to-month,No,No internet service,Electronic check,1,Medium Risk,Offer contract upgrade incentive,19.9,55.33
2087-QAREY,22,54.7,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,26.08
0601-WZHJF,14,46.35,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,46.35,49.12
4423-JWZJN,64,90.25,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.84
5143-WMWOG,1,19.95,Month-to-month,No,No internet service,Electronic check,1,Medium Risk,Offer contract upgrade incentive,19.95,47.18
6490-FGZAT,6,20.65,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.1
5393-RXQSZ,1,79.6,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,79.6,83.35
7452-FOLON,39,25.45,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.12
2320-TZRRH,20,19.5,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.76
0231-LXVAP,1,75.9,Month-to-month,Fiber optic,Yes,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.9,70.8
9444-JTXHZ,1,76.2,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,76.2,78.77
4942-VZZOM,64,66.15,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,4.18
5510-BOIUJ,1,19.25,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,23.76
7502-BNYGS,46,69.1,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,19.77
4291-HYEBC,28,39.1,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,22.92
6147-CBCRA,33,20.05,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.37
6047-SUHPR,39,59.8,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,8.29
4471-KXAUH,42,84.3,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,84.3,45.41
9752-ZNQUT,1,48.6,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,48.6,66.1
7638-QVMVY,7,79.0,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,79.0,68.03
1576-PFZIW,70,105.35,Two year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,23.75
5666-MBJPT,65,25.1,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.95
7312-XSBAT,1,49.75,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,49.75,37.73
3096-GKWEB,18,94.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,94.75,66.89
2371-JQHZZ,24,93.0,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,93.0,61.96
0674-GCDXG,63,71.9,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.58
1121-QSIVB,44,77.55,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,12.25
4396-KLSEH,4,19.85,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,15.11
3244-DCJWY,1,70.25,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,70.25,81.74
2824-MYYBN,37,95.25,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,95.25,46.09
0875-CABNR,10,84.6,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,84.6,64.46
6345-HOVES,34,25.05,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,19.84
8318-LCNBW,35,53.15,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.67
6469-QJKZW,4,20.15,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,14.54
0147-ESWWR,39,101.25,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.25,54.85
1217-VASWC,43,100.55,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,23.5
7812-FZHPE,17,24.1,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.44
6370-ZVHDV,61,25.3,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.94
5915-DGNVC,49,71.8,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,7.02
6260-XLACS,4,19.7,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.14
3566-CAAYU,64,49.85,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,7.04
4983-CCWMC,3,69.6,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,69.6,60.8
9103-CXVOK,1,19.75,Month-to-month,No,No internet service,Electronic check,1,Medium Risk,Offer contract upgrade incentive,19.75,43.56
2896-TBNBE,40,80.8,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,13.34
4797-AXPXK,1,60.0,Month-to-month,DSL,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,60.0,46.88
5229-PRWKT,8,86.55,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,86.55,72.89
6982-UQZLY,1,20.85,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.85,60.37
2522-WLNSF,34,64.2,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.41
3841-CONLJ,1,35.0,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,35.0,67.7
5057-LCOUI,39,50.75,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.31
0193-ESZXP,58,105.5,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,26.45
4475-NVTLU,45,19.2,Two year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,0.76
4369-HTUIF,6,85.15,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,85.15,59.5
9386-LDCZR,43,90.65,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.29
9585-KKMFD,41,20.0,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.21
5399-ZIMKF,5,74.65,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,74.65,57.76
0336-KXKFK,72,61.2,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.47
5619-XZZKR,4,19.95,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.23
3948-FVVRP,9,54.8,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,17.46
5327-XOKKY,72,73.45,Two year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,4.42
0983-TATYJ,33,51.45,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.12
1813-JYWTO,72,80.45,Two year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.72
0156-FVPTA,22,54.2,Month-to-month,DSL,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,54.2,36.62
1984-FCOWB,70,109.5,One year,Fiber optic,Yes,Electronic check,1,Medium Risk,Monitor customer + targeted engagement,109.5,40.31
0654-HMSHN,21,104.4,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,104.4,55.57
6719-OXYBR,15,85.3,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,85.3,39.68
3312-ZWLGF,29,79.3,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,79.3,51.14
6476-YHMGA,15,76.5,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,15.58
5287-QWLKY,71,105.1,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,30.21
0795-XCCTE,72,25.4,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.81
0168-XZKBB,19,86.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,86.85,57.74
3785-NRHYR,1,19.65,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,19.65,36.31
5196-SGOAK,1,75.7,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.7,85.14
4537-DKTAL,2,45.55,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,45.55,51.07
7072-MBHEV,11,78.1,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,78.1,48.99
5602-BVFMK,12,19.3,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.66
6297-NOOPG,70,110.5,Two year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.48
1891-UAWWU,20,90.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,90.8,58.65
8204-TIFGJ,23,20.3,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.01
8050-DVOJX,49,81.35,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.59
6108-OQZDQ,4,97.95,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,97.95,88.37
0363-QJVFX,32,108.15,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,25.47
8903-XEBGX,2,55.3,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,55.3,56.27
8169-SAEJD,69,56.55,Two year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.19
9840-DVNDC,6,80.5,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,80.5,61.64
1089-XZWHH,24,19.7,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.39
2325-WINES,32,104.05,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,30.9
6064-ZATLR,27,52.85,Two year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.41
3096-JRDSO,27,104.3,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,104.3,55.73
